Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2018-09-15,2018,9,15,,,,,,,,,,,,,,,,,,,,,,,
2018-09-16,2018,9,16,,,,,,,,,,,,,,,,,,,,,,,
2018-09-17,2018,9,17,,,,,,,,,,,,,,,,,,,,,,,
2018-09-18,2018,9,18,,,,,,,,,,,,,,,,,,,,,,,
2018-09-19,2018,9,19,,,,,,,,,,,,,,,,,,,,,,,
2018-09-20,2018,9,20,,,,,,,,,,,,,,,,,,,,,,,
2018-09-21,2018,9,21,,,,,,,,,,,,,,,,,,,,,,,
2018-09-22,2018,9,22,,,,,,,,,,,,,,,,,,,,,,,
2018-09-23,2018,9,23,,,,,,,,,,,,,,,,,,,,,,,
2018-09-24,2018,9,24,,,,,,,,,,,,,,,,,,,,,,,
2018-09-25,2018,9,25,,,,,,,,,,,,,,,,,,,,,,,
2018-09-26,2018,9,26,,,,,,,,,,,,,,,,,,,,,,,
2018-09-27,2018,9,27,,,,,,,,,,,,,,,,,,,,,,,
2018-09-28,2018,9,28,,,,,,,,,,,,,,,,,,,,,,,
2018-09-29,2018,9,29,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,2018,9,30,,,,,,,,,,,,,,,,,,,,,,,
2018-10-01,2018,10,1,,,,,,,,,,,,,,,,,,,,,,,
2018-10-02,2018,10,2,,,,,,,,,,,,,,,,,,,,,,,
2018-10-03,2018,10,3,,,,,,,,,,,,,,,,,,,,,,,
2018-10-04,2018,10,4,,,,,,,,,,,,,,,,,,,,,,,
2018-10-05,2018,10,5,,,,,,,,,,,,,,,,,,,,,,,
2018-10-06,2018,10,6,,,,,,,,,,,,,,,,,,,,,,,
2018-10-07,2018,10,7,,,,,,,,,,,,,,,,,,,,,,,
2018-10-08,2018,10,8,,,,,,,,,,,,,,,,,,,,,,,
2018-10-09,2018,10,9,,,,,,,,,,,,,,,,,,,,,,,
2018-10-10,2018,10,10,,,,,,,,,,,,,,,,,,,,,,,
2018-10-11,2018,10,11,,,,,,,,,,,,,,,,,,,,,,,
2018-10-12,2018,10,12,,,,,,,,,,,,,,,,,,,,,,,
2018-10-13,2018,10,13,,,,,,,,,,,,,,,,,,,,,,,
2018-10-14,2018,10,14,,,,,,,,,,,,,,,,,,,,,,,
2018-10-15,2018,10,15,,,,,,,,,,,,,,,,,,,,,,,
2018-10-16,2018,10,16,,,,,,,,,,,,,,,,,,,,,,,
2018-10-17,2018,10,17,,,,,,,,,,,,,,,,,,,,,,,
2018-10-18,2018,10,18,,,,,,,,,,,,,,,,,,,,,,,
2018-10-19,2018,10,19,,,,,,,,,,,,,,,,,,,,,,,
2018-10-20,2018,10,20,,,,,,,,,,,,,,,,,,,,,,,
2018-10-21,2018,10,21,,,,,,,,,,,,,,,,,,,,,,,
2018-10-22,2018,10,22,,,,,,,,,,,,,,,,,,,,,,,
2018-10-23,2018,10,23,,,,,,,,,,,,,,,,,,,,,,,
2018-10-24,2018,10,24,,,,,,,,,,,,,,,,,,,,,,,
2018-10-25,2018,10,25,,,,,,,,,,,,,,,,,,,,,,,
2018-10-26,2018,10,26,,,,,,,,,,,,,,,,,,,,,,,
2018-10-27,2018,10,27,,,,,,,,,,,,,,,,,,,,,,,
2018-10-28,2018,10,28,,,,,,,,,,,,,,,,,,,,,,,
2018-10-29,2018,10,29,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30,2018,10,30,,,,,,,,,,,,,,,,,,,,,,,
2018-10-31,2018,10,31,,,,,,,,,,,,,,,,,,,,,,,
2018-11-01,2018,11,1,,,,,,,,,,,,,,,,,,,,,,,
2018-11-02,2018,11,2,,,,,,,,,,,,,,,,,,,,,,,
2018-11-03,2018,11,3,,,,,,,,,,,,,,,,,,,,,,,
2018-11-04,2018,11,4,,,,,,,,,,,,,,,,,,,,,,,
2018-11-05,2018,11,5,,,,,,,,,,,,,,,,,,,,,,,
2018-11-06,2018,11,6,,,,,,,,,,,,,,,,,,,,,,,
2018-11-07,2018,11,7,,,,,,,,,,,,,,,,,,,,,,,
2018-11-08,2018,11,8,,,,,,,,,,,,,,,,,,,,,,,
2018-11-09,2018,11,9,,,,,,,,,,,,,,,,,,,,,,,
2018-11-10,2018,11,10,,,,,,,,,,,,,,,,,,,,,,,
2018-11-11,2018,11,11,,,,,,,,,,,,,,,,,,,,,,,
2018-11-12,2018,11,12,,,,,,,,,,,,,,,,,,,,,,,
2018-11-13,2018,11,13,,,,,,,,,,,,,,,,,,,,,,,
2018-11-14,2018,11,14,,,,,,,,,,,,,,,,,,,,,,,
2018-11-15,2018,11,15,,,,,,,,,,,,,,,,,,,,,,,
2018-11-16,2018,11,16,,,,,,,,,,,,,,,,,,,,,,,
2018-11-17,2018,11,17,,,,,,,,,,,,,,,,,,,,,,,
2018-11-18,2018,11,18,,,,,,,,,,,,,,,,,,,,,,,
2018-11-19,2018,11,19,,,,,,,,,,,,,,,,,,,,,,,
2018-11-20,2018,11,20,,,,,,,,,,,,,,,,,,,,,,,
2018-11-21,2018,11,21,,,,,,,,,,,,,,,,,,,,,,,
2018-11-22,2018,11,22,,,,,,,,,,,,,,,,,,,,,,,
2018-11-23,2018,11,23,,,,,,,,,,,,,,,,,,,,,,,
2018-11-24,2018,11,24,,,,,,,,,,,,,,,,,,,,,,,
2018-11-25,2018,11,25,,,,,,,,,,,,,,,,,,,,,,,
2018-11-26,2018,11,26,,,,,,,,,,,,,,,,,,,,,,,
2018-11-27,2018,11,27,,,,,,,,,,,,,,,,,,,,,,,
2018-11-28,2018,11,28,,,,,,,,,,,,,,,,,,,,,,,
2018-11-29,2018,11,29,,,,,,,,,,,,,,,,,,,,,,,
2018-11-30,2018,11,30,,,,,,,,,,,,,,,,,,,,,,,
2018-12-01,2018,12,1,,,,,,,,,,,,,,,,,,,,,,,
2018-12-02,2018,12,2,,,,,,,,,,,,,,,,,,,,,,,
2018-12-03,2018,12,3,,,,,,,,,,,,,,,,,,,,,,,
2018-12-04,2018,12,4,,,,,,,,,,,,,,,,,,,,,,,
2018-12-05,2018,12,5,,,,,,,,,,,,,,,,,,,,,,,
2018-12-06,2018,12,6,,,,,,,,,,,,,,,,,,,,,,,
2018-12-07,2018,12,7,,,,,,,,,,,,,,,,,,,,,,,
2018-12-08,2018,12,8,,,,,,,,,,,,,,,,,,,,,,,
2018-12-09,2018,12,9,,,,,,,,,,,,,,,,,,,,,,,
2018-12-10,2018,12,10,,,,,,,,,,,,,,,,,,,,,,,
2018-12-11,2018,12,11,,,,,,,,,,,,,,,,,,,,,,,
2018-12-12,2018,12,12,,,,,,,,,,,,,,,,,,,,,,,
2018-12-13,2018,12,13,,,,,,,,,,,,,,,,,,,,,,,
2018-12-14,2018,12,14,,,,,,,,,,,,,,,,,,,,,,,
2018-12-15,2018,12,15,,,,,,,,,,,,,,,,,,,,,,,
2018-12-16,2018,12,16,,,,,,,,,,,,,,,,,,,,,,,
2018-12-17,2018,12,17,,,,,,,,,,,,,,,,,,,,,,,
2018-12-18,2018,12,18,,,,,,,,,,,,,,,,,,,,,,,
2018-12-19,2018,12,19,,,,,,,,,,,,,,,,,,,,,,,
2018-12-20,2018,12,20,,,,,,,,,,,,,,,,,,,,,,,
2018-12-21,2018,12,21,,,,,,,,,,,,,,,,,,,,,,,
2018-12-22,2018,12,22,,,,,,,,,,,,,,,,,,,,,,,
2018-12-23,2018,12,23,,,,,,,,,,,,,,,,,,,,,,,
2018-12-24,2018,12,24,,,,,,,,,,,,,,,,,,,,,,,
2018-12-25,2018,12,25,,,,,,,,,,,,,,,,,,,,,,,
2018-12-26,2018,12,26,,,,,,,,,,,,,,,,,,,,,,,
2018-12-27,2018,12,27,,,,,,,,,,,,,,,,,,,,,,,
2018-12-28,2018,12,28,,,,,,,,,,,,,,,,,,,,,,,
2018-12-29,2018,12,29,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30,2018,12,30,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,2018,12,31,,,,,,,,,,,,,,,,,,,,,,,
